colour	x	y	label	showSelected	showSelected2
#00E5EE	0.0720564422854499	0.366060606060606	Maverick	Chr04	Maverick
#EE3B3B	0.0797671370190454	0.254545454545455	LG97-7012	Chr04	LG97-7012
#00868B	0.0874778317526409	0.281515151515151	LG98-1605	Chr04	LG98-1605
#20B2AA	0.0951885264862364	0.242727272727273	Skylla	Chr04	Skylla
#CD00CD	0.102899221219832	0.259393939393939	LG94-1128	Chr04	LG94-1128
#668B8B	0.110609915953427	0.211515151515152	LD01-5907	Chr04	LD01-5907
#B3EE3A	0.118320610687023	0.228787878787879	LG90-2550	Chr04	LG90-2550
#6CA6CD	0.126031305420618	0.237272727272727	LG04-6000	Chr04	LG04-6000
#00FF00	0.133742000154214	0.183939393939394	NE3001	Chr04	NE3001
#DEB887	0.141452694887809	0.203939393939394	LG00-3372	Chr04	LG00-3372
#556B2F	0.149163389621405	0.177272727272727	LD02-4485	Chr04	LD02-4485
#EE00EE	0.156874084355	0.195757575757576	LG94-1906	Chr04	LG94-1906
#DB7093	0.164584779088596	0.146666666666667	Lee	Chr04	Lee
#8B2252	0.172295473822191	0.163333333333333	CL0J173-6-8	Chr04	CL0J173-6-8
#F4A460	0.180006168555787	0.161212121212121	Lawrence	Chr04	Lawrence
#00CDCD	0.187716863289382	0.112424242424242	HS6-3976	Chr04	HS6-3976
#EE9572	0.195427558022978	0.148484848484848	Ford	Chr04	Ford
#CD7054	0.203138252756573	0.13030303030303	LG92-1255	Chr04	LG92-1255
#BF3EFF	0.210848947490169	0.163636363636364	PI507681B	Chr04	PI507681B
#EEC591	0.218559642223764	0.118181818181818	PI574486	Chr04	PI574486
#9B30FF	0.22627033695736	0.136060606060606	LG05-4317	Chr04	LG05-4317
#CD6839	0.233981031690955	0.153030303030303	LG04-4717	Chr04	LG04-4717
#EE799F	0.241691726424551	0.104545454545455	5M20-2-5-2	Chr04	5M20-2-5-2
#E066FF	0.249402421158146	0.139393939393939	TN05-3027	Chr04	TN05-3027
#FF4500	0.257113115891742	0.12	LG05-4292	Chr04	LG05-4292
#458B74	0.264823810625337	0.155454545454545	Douglas	Chr04	Douglas
#FA8072	0.272534505358933	0.11	LD00-3309	Chr04	LD00-3309
#483D8B	0.280245200092528	0.126060606060606	LG03-2979	Chr04	LG03-2979
#00688B	0.287955894826124	0.143939393939394	Essex	Chr04	Essex
#EEA2AD	0.295666589559719	0.0975757575757576	PI561370	Chr04	PI561370
#6495ED	0.303377284293315	0.133030303030303	LG05-4832	Chr04	LG05-4832
#48D1CC	0.31108797902691	0.113939393939394	LG05-4464	Chr04	LG05-4464
#FF7F24	0.318798673760506	0.15030303030303	Prohio	Chr04	Prohio
#FF3E96	0.326509368494101	0.104242424242424	CL0J095-4-6	Chr04	CL0J095-4-6
#96CDCD	0.334220063227697	0.122121212121212	PI398881	Chr04	PI398881
#BCEE68	0.341930757961292	0.14030303030303	PI427136	Chr04	PI427136
#9A32CD	0.349641452694888	0.0942424242424242	Hagood	Chr04	Hagood
#36648B	0.357352147428483	0.129090909090909	Harosoy	Chr04	Harosoy
#B22222	0.365062842162079	0.10969696969697	Jackson	Chr04	Jackson
#4876FF	0.372773536895674	0.145757575757576	Harcor	Chr04	Harcor
#FFA500	0.38048423162927	0.0993939393939394	U03-100612	Chr04	U03-100612
#87CEFA	0.388194926362865	0.116969696969697	Brim	Chr04	Brim
#A0522D	0.395905621096461	0.134545454545455	PI404188A	Chr04	PI404188A
#A2CD5A	0.403616315830056	0.0890909090909091	PI 88.788	Chr04	PI 88.788
#A020F0	0.411327010563652	0.125151515151515	PI518751	Chr04	PI518751
#9AC0CD	0.419037705297247	0.106060606060606	Capital	Chr04	Capital
#EE8262	0.426748400030843	0.142121212121212	4J105-3-4	Chr04	4J105-3-4
#8B475D	0.434459094764438	0.0948484848484848	Dunfield	Chr04	Dunfield
#CD3700	0.442169789498034	0.113030303030303	PI437169B	Chr04	PI437169B
#607B8B	0.449880484231629	0.130606060606061	CNS	Chr04	CNS
#FF6A6A	0.457591178965225	0.0848484848484849	Clemson	Chr04	Clemson
#0000FF	0.46530187369882	0.121212121212121	Dorman	Chr04	Dorman
#3A5FCD	0.473012568432416	0.102121212121212	Bonus	Chr04	Bonus
#8DB6CD	0.480723263166011	0.138181818181818	Dillon	Chr04	Dillon
#E9967A	0.488433957899607	0.0924242424242424	Calland	Chr04	Calland
#EE3A8C	0.496144652633202	0.11030303030303	Hawkeye	Chr04	Hawkeye
#4169E1	0.503855347366798	0.127272727272727	Ralsoy	Chr04	Ralsoy
#EEB4B4	0.511566042100393	0.0815151515151515	Forrest	Chr04	Forrest
#B23AEE	0.519276736833989	0.117878787878788	IA3023	Chr04	IA3023
#4682B4	0.526987431567584	0.0996969696969697	Pella	Chr04	Pella
#CDC1C5	0.53469812630118	0.135757575757576	Kent	Chr04	Kent
#54FF9F	0.542408821034775	0.0903030303030303	Tracy	Chr04	Tracy
#EE1289	0.550119515768371	0.107878787878788	Holladay	Chr04	Holladay
#AB82FF	0.557830210501966	0.126060606060606	Oakland	Chr04	Oakland
#9932CC	0.565540905235562	0.0806060606060606	Young	Chr04	Young
#CD2990	0.573251599969157	0.116666666666667	NC Raleigh	Chr04	NC Raleigh
#7A67EE	0.580962294702753	0.0984848484848485	Ogden	Chr04	Ogden
#698B69	0.588672989436348	0.134545454545455	Tokyo	Chr04	Tokyo
#D2B48C	0.596383684169944	0.0887878787878788	Haberlandt	Chr04	Haberlandt
#FF7F00	0.604094378903539	0.106969696969697	Hood	Chr04	Hood
#FF0000	0.611805073637135	0.125151515151515	Woodworth	Chr04	Woodworth
#00CD66	0.61951576837073	0.0793939393939394	5601T	Chr04	5601T
#836FFF	0.627226463104326	0.115757575757576	LG03-3191	Chr04	LG03-3191
#00EEEE	0.634937157837921	0.0975757575757576	Volstate	Chr04	Volstate
#00F5FF	0.642647852571517	0.133333333333333	Davis	Chr04	Davis
#CD96CD	0.650358547305112	0.0875757575757576	Hill	Chr04	Hill
#CD5555	0.658069242038708	0.105757575757576	Kanro	Chr04	Kanro
#FFA07A	0.665779936772303	0.123939393939394	Wayne	Chr04	Wayne
#7D26CD	0.673490631505899	0.0781818181818182	Roanoke	Chr04	Roanoke
#76EEC6	0.681201326239494	0.114242424242424	Adams	Chr04	Adams
#9ACD32	0.68891202097309	0.0960606060606061	Beeson	Chr04	Beeson
#43CD80	0.696622715706685	0.132424242424242	Illini	Chr04	Illini
#6B8E23	0.704333410440281	0.086969696969697	Merit	Chr04	Merit
#551A8B	0.712044105173876	0.105151515151515	PI 180.501	Chr04	PI 180.501
#66CDAA	0.719754799907472	0.123030303030303	A3127	Chr04	A3127
#4F94CD	0.727465494641067	0.0775757575757576	Zane	Chr04	Zane
#EE30A7	0.735176189374663	0.113636363636364	A.K. (Harrow)	Chr04	A.K. (Harrow)
#CD3333	0.742886884108258	0.0954545454545455	Hutcheson	Chr04	Hutcheson
#8A2BE2	0.750597578841854	0.131212121212121	Corsoy	Chr04	Corsoy
#FF6EB4	0.758308273575449	0.0857575757575758	Shelby	Chr04	Shelby
#CD1076	0.766018968309045	0.103636363636364	Braxton	Chr04	Braxton
#CD6090	0.77372966304264	0.121818181818182	Gasoy 17	Chr04	Gasoy 17
#8B0A50	0.781440357776236	0.0763636363636364	York	Chr04	York
#8B4789	0.789151052509831	0.112424242424242	S-100	Chr04	S-100
#698B22	0.796861747243427	0.0939393939393939	Lincoln	Chr04	Lincoln
#00FFFF	0.804572441977022	0.13030303030303	S06-130640-2	Chr04	S06-130640-2
#EE7AE9	0.812283136710618	0.0842424242424242	Anderson	Chr04	Anderson
#2E8B57	0.819993831444213	0.102424242424242	Blackhawk	Chr04	Blackhawk
#CD69C9	0.827704526177809	0.120606060606061	Centennial	Chr04	Centennial
#A2B5CD	0.835415220911404	0.0748484848484848	Chippewa	Chr04	Chippewa
#EE9A49	0.843125915645	0.110909090909091	Cook	Chr04	Cook
#CAFF70	0.850836610378595	0.0927272727272727	Mukden	Chr04	Mukden
#63B8FF	0.858547305112191	0.129090909090909	NC Roy	Chr04	NC Roy
#8FBC8F	0.866257999845786	0.0833333333333333	Perry	Chr04	Perry
#CD6600	0.873968694579382	0.101515151515152	Pickett	Chr04	Pickett
#D2691E	0.881679389312977	0.11969696969697	Richland	Chr04	Richland
#CD853F	0.889390084046573	0.0724242424242424	Amcor	Chr04	Amcor
#5D478B	0.897100778780168	0.108787878787879	Bragg	Chr04	Bragg
#6E8B3D	0.904811473513764	0.0903030303030303	Williams	Chr04	Williams
#1E90FF	0.912522168247359	0.126363636363636	Cumberland	Chr04	Cumberland
#00BFFF	0.920232862980955	0.0803030303030303	Amsoy	Chr04	Amsoy
#CD919E	0.92794355771455	0.0981818181818182	Williams 82	Chr04	Williams 82
#00FF7F	0.935654252448146	0.112727272727273	Clark	Chr04	Clark
#8B5A00	0.943364947181741	0.0657575757575758	Mandarin	Chr04	Mandarin
#CD5B45	0.951075641915337	0.101818181818182	Ransom	Chr04	Ransom
#C71585	0.0489243580846634	0.535757575757576	Magellan	Chr05	Magellan
#CD8500	0.0566350528182589	0.367575757575758	LD02-9050	Chr05	LD02-9050
#FFA54F	0.0643457475518544	0.380909090909091	S06-13640	Chr05	S06-13640
#00E5EE	0.0720564422854499	0.35969696969697	Maverick	Chr05	Maverick
#EE3B3B	0.0797671370190454	0.254242424242424	LG97-7012	Chr05	LG97-7012
#00868B	0.0874778317526409	0.27969696969697	LG98-1605	Chr05	LG98-1605
#20B2AA	0.0951885264862364	0.26	Skylla	Chr05	Skylla
#668B8B	0.102899221219832	0.261212121212121	LD01-5907	Chr05	LD01-5907
#B3EE3A	0.110609915953427	0.201515151515152	LG90-2550	Chr05	LG90-2550
#CD00CD	0.118320610687023	0.215151515151515	LG94-1128	Chr05	LG94-1128
#6CA6CD	0.126031305420618	0.226969696969697	LG04-6000	Chr05	LG04-6000
#00FF00	0.133742000154214	0.180909090909091	NE3001	Chr05	NE3001
#DEB887	0.141452694887809	0.202727272727273	LG00-3372	Chr05	LG00-3372
#556B2F	0.149163389621405	0.154848484848485	LD02-4485	Chr05	LD02-4485
#DB7093	0.156874084355	0.187272727272727	Lee	Chr05	Lee
#EE00EE	0.164584779088596	0.140909090909091	LG94-1906	Chr05	LG94-1906
#8B2252	0.172295473822191	0.144848484848485	CL0J173-6-8	Chr05	CL0J173-6-8
#EE9572	0.180006168555787	0.161515151515152	Ford	Chr05	Ford
#CD7054	0.187716863289382	0.112121212121212	LG92-1255	Chr05	LG92-1255
#9B30FF	0.195427558022978	0.143030303030303	LG05-4317	Chr05	LG05-4317
#00CDCD	0.203138252756573	0.123333333333333	HS6-3976	Chr05	HS6-3976
#36648B	0.210848947490169	0.159090909090909	Harosoy	Chr05	Harosoy
#96CDCD	0.218559642223764	0.113636363636364	PI398881	Chr05	PI398881
#6495ED	0.22627033695736	0.129090909090909	LG05-4832	Chr05	LG05-4832
#EEC591	0.233981031690955	0.147272727272727	PI574486	Chr05	PI574486
#CD6839	0.241691726424551	0.101212121212121	LG04-4717	Chr05	LG04-4717
#BF3EFF	0.249402421158146	0.137575757575758	PI507681B	Chr05	PI507681B
#48D1CC	0.257113115891742	0.118484848484848	LG05-4464	Chr05	LG05-4464
#EE799F	0.264823810625337	0.154545454545455	5M20-2-5-2	Chr05	5M20-2-5-2
#A0522D	0.272534505358933	0.109090909090909	PI404188A	Chr05	PI404188A
#FF7F24	0.280245200092528	0.127272727272727	Prohio	Chr05	Prohio
#00688B	0.287955894826124	0.143030303030303	Essex	Chr05	Essex
#CD3700	0.295666589559719	0.0966666666666667	PI437169B	Chr05	PI437169B
#A020F0	0.303377284293315	0.133030303030303	PI518751	Chr05	PI518751
#F4A460	0.31108797902691	0.113939393939394	Lawrence	Chr05	Lawrence
#9A32CD	0.318798673760506	0.15	Hagood	Chr05	Hagood
#FF4500	0.326509368494101	0.104242424242424	LG05-4292	Chr05	LG05-4292
#FF3E96	0.334220063227697	0.122121212121212	CL0J095-4-6	Chr05	CL0J095-4-6
#E066FF	0.341930757961292	0.139090909090909	TN05-3027	Chr05	TN05-3027
#BCEE68	0.349641452694888	0.0933333333333333	PI427136	Chr05	PI427136
#EEA2AD	0.357352147428483	0.127878787878788	PI561370	Chr05	PI561370
#EE3A8C	0.365062842162079	0.108181818181818	Hawkeye	Chr05	Hawkeye
#FA8072	0.372773536895674	0.141212121212121	LD00-3309	Chr05	LD00-3309
#A2CD5A	0.38048423162927	0.0957575757575758	PI 88.788	Chr05	PI 88.788
#458B74	0.388194926362865	0.111818181818182	Douglas	Chr05	Douglas
#FF6A6A	0.395905621096461	0.12969696969697	Clemson	Chr05	Clemson
#7A67EE	0.403616315830056	0.0842424242424242	Ogden	Chr05	Ogden
#CAFF70	0.411327010563652	0.12	Mukden	Chr05	Mukden
#483D8B	0.419037705297247	0.101515151515152	LG03-2979	Chr05	LG03-2979
#8B475D	0.426748400030843	0.137272727272727	Dunfield	Chr05	Dunfield
#836FFF	0.434459094764438	0.0915151515151515	LG03-3191	Chr05	LG03-3191
#54FF9F	0.442169789498034	0.109090909090909	Tracy	Chr05	Tracy
#9AC0CD	0.449880484231629	0.126363636363636	Capital	Chr05	Capital
#4876FF	0.457591178965225	0.0809090909090909	Harcor	Chr05	Harcor
#D2691E	0.46530187369882	0.117272727272727	Richland	Chr05	Richland
#B23AEE	0.473012568432416	0.0987878787878788	IA3023	Chr05	IA3023
#4169E1	0.480723263166011	0.134545454545455	Ralsoy	Chr05	Ralsoy
#FFA500	0.488433957899607	0.0890909090909091	U03-100612	Chr05	U03-100612
#00F5FF	0.496144652633202	0.106666666666667	Davis	Chr05	Davis
#EE8262	0.503855347366798	0.123636363636364	4J105-3-4	Chr05	4J105-3-4
#FF7F00	0.511566042100393	0.0775757575757576	Hood	Chr05	Hood
#CD5555	0.519276736833989	0.113939393939394	Kanro	Chr05	Kanro
#6B8E23	0.526987431567584	0.0957575757575758	Merit	Chr05	Merit
#551A8B	0.53469812630118	0.132121212121212	PI 180.501	Chr05	PI 180.501
#2E8B57	0.542408821034775	0.0863636363636364	Blackhawk	Chr05	Blackhawk
#8A2BE2	0.550119515768371	0.104545454545455	Corsoy	Chr05	Corsoy
#0000FF	0.557830210501966	0.122727272727273	Dorman	Chr05	Dorman
#CD5B45	0.565540905235562	0.076969696969697	Ransom	Chr05	Ransom
#CD853F	0.573251599969157	0.113030303030303	Amcor	Chr05	Amcor
#B22222	0.580962294702753	0.0945454545454545	Jackson	Chr05	Jackson
#CDC1C5	0.588672989436348	0.130909090909091	Kent	Chr05	Kent
#3A5FCD	0.596383684169944	0.0851515151515151	Bonus	Chr05	Bonus
#A2B5CD	0.604094378903539	0.103333333333333	Chippewa	Chr05	Chippewa
#63B8FF	0.611805073637135	0.121515151515152	NC Roy	Chr05	NC Roy
#8FBC8F	0.61951576837073	0.0760606060606061	Perry	Chr05	Perry
#EE7AE9	0.627226463104326	0.112121212121212	Anderson	Chr05	Anderson
#D2B48C	0.634937157837921	0.0939393939393939	Haberlandt	Chr05	Haberlandt
#EE30A7	0.642647852571517	0.13	A.K. (Harrow)	Chr05	A.K. (Harrow)
#CD69C9	0.650358547305112	0.0845454545454545	Centennial	Chr05	Centennial
#698B22	0.658069242038708	0.102727272727273	Lincoln	Chr05	Lincoln
#CD2990	0.665779936772303	0.120909090909091	NC Raleigh	Chr05	NC Raleigh
#87CEFA	0.673490631505899	0.0751515151515151	Brim	Chr05	Brim
#E9967A	0.681201326239494	0.111515151515152	Calland	Chr05	Calland
#9ACD32	0.68891202097309	0.093030303030303	Beeson	Chr05	Beeson
#8B4789	0.696622715706685	0.129393939393939	S-100	Chr05	S-100
#00CD66	0.704333410440281	0.0836363636363636	5601T	Chr05	5601T
#00BFFF	0.712044105173876	0.101818181818182	Amsoy	Chr05	Amsoy
#CD3333	0.719754799907472	0.12	Hutcheson	Chr05	Hutcheson
#43CD80	0.727465494641067	0.0745454545454545	Illini	Chr05	Illini
#CD6090	0.735176189374663	0.110606060606061	Gasoy 17	Chr05	Gasoy 17
#FF0000	0.742886884108258	0.0924242424242424	Woodworth	Chr05	Woodworth
#CD1076	0.750597578841854	0.128484848484848	Braxton	Chr05	Braxton
#EEB4B4	0.758308273575449	0.0827272727272727	Forrest	Chr05	Forrest
#AB82FF	0.766018968309045	0.100909090909091	Oakland	Chr05	Oakland
#CD6600	0.77372966304264	0.119090909090909	Pickett	Chr05	Pickett
#8B0A50	0.781440357776236	0.0736363636363636	York	Chr05	York
#CD96CD	0.789151052509831	0.10969696969697	Hill	Chr05	Hill
#7D26CD	0.796861747243427	0.0915151515151515	Roanoke	Chr05	Roanoke
#EE9A49	0.804572441977022	0.127575757575758	Cook	Chr05	Cook
#00EEEE	0.812283136710618	0.0821212121212121	Volstate	Chr05	Volstate
#607B8B	0.819993831444213	0.1	CNS	Chr05	CNS
#8B5A00	0.827704526177809	0.118181818181818	Mandarin	Chr05	Mandarin
#8DB6CD	0.835415220911404	0.0724242424242424	Dillon	Chr05	Dillon
#4682B4	0.843125915645	0.108787878787879	Pella	Chr05	Pella
#FF6EB4	0.850836610378595	0.0906060606060606	Shelby	Chr05	Shelby
#9932CC	0.858547305112191	0.126666666666667	Young	Chr05	Young
#76EEC6	0.866257999845786	0.0809090909090909	Adams	Chr05	Adams
#EE1289	0.873968694579382	0.0987878787878788	Holladay	Chr05	Holladay
#FFA07A	0.881679389312977	0.116969696969697	Wayne	Chr05	Wayne
#698B69	0.889390084046573	0.0706060606060606	Tokyo	Chr05	Tokyo
#5D478B	0.897100778780168	0.106363636363636	Bragg	Chr05	Bragg
#6E8B3D	0.904811473513764	0.0878787878787879	Williams	Chr05	Williams
#00FFFF	0.912522168247359	0.123939393939394	S06-130640-2	Chr05	S06-130640-2
#4F94CD	0.920232862980955	0.0775757575757576	Zane	Chr05	Zane
#CD919E	0.92794355771455	0.0951515151515152	Williams 82	Chr05	Williams 82
#00FF7F	0.935654252448146	0.112121212121212	Clark	Chr05	Clark
#1E90FF	0.943364947181741	0.0666666666666667	Cumberland	Chr05	Cumberland
#66CDAA	0.951075641915337	0.102424242424242	A3127	Chr05	A3127
#C71585	0.0489243580846634	0.707878787878788	Magellan	Chr06	Magellan
#CD8500	0.0566350528182589	0.505151515151515	LD02-9050	Chr06	LD02-9050
#FFA54F	0.0643457475518544	0.498787878787879	S06-13640	Chr06	S06-13640
#EE3B3B	0.0720564422854499	0.49	LG97-7012	Chr06	LG97-7012
#00E5EE	0.0797671370190454	0.417878787878788	Maverick	Chr06	Maverick
#00868B	0.0874778317526409	0.373333333333333	LG98-1605	Chr06	LG98-1605
#668B8B	0.0951885264862364	0.341515151515151	LD01-5907	Chr06	LD01-5907
#B3EE3A	0.102899221219832	0.343333333333333	LG90-2550	Chr06	LG90-2550
#CD00CD	0.110609915953427	0.297575757575758	LG94-1128	Chr06	LG94-1128
#20B2AA	0.118320610687023	0.311515151515152	Skylla	Chr06	Skylla
#00FF00	0.126031305420618	0.308181818181818	NE3001	Chr06	NE3001
#6CA6CD	0.133742000154214	0.259393939393939	LG04-6000	Chr06	LG04-6000
#DEB887	0.141452694887809	0.278484848484849	LG00-3372	Chr06	LG00-3372
#DB7093	0.149163389621405	0.229393939393939	Lee	Chr06	Lee
#556B2F	0.156874084355	0.250909090909091	LD02-4485	Chr06	LD02-4485
#EEA2AD	0.164584779088596	0.202424242424242	PI561370	Chr06	PI561370
#0000FF	0.172295473822191	0.218484848484848	Dorman	Chr06	Dorman
#EE00EE	0.180006168555787	0.235151515151515	LG94-1906	Chr06	LG94-1906
#FF6A6A	0.187716863289382	0.187878787878788	Clemson	Chr06	Clemson
#4169E1	0.195427558022978	0.219393939393939	Ralsoy	Chr06	Ralsoy
#8B0A50	0.203138252756573	0.200606060606061	York	Chr06	York
#EEC591	0.210848947490169	0.235757575757576	PI574486	Chr06	PI574486
#BF3EFF	0.218559642223764	0.186060606060606	PI507681B	Chr06	PI507681B
#8B2252	0.22627033695736	0.200606060606061	CL0J173-6-8	Chr06	CL0J173-6-8
#5D478B	0.233981031690955	0.217575757575758	Bragg	Chr06	Bragg
#2E8B57	0.241691726424551	0.16969696969697	Blackhawk	Chr06	Blackhawk
#CAFF70	0.249402421158146	0.205454545454545	Mukden	Chr06	Mukden
#A2CD5A	0.257113115891742	0.186666666666667	PI 88.788	Chr06	PI 88.788
#D2B48C	0.264823810625337	0.220606060606061	Haberlandt	Chr06	Haberlandt
#9A32CD	0.272534505358933	0.175151515151515	Hagood	Chr06	Hagood
#6495ED	0.280245200092528	0.193333333333333	LG05-4832	Chr06	LG05-4832
#CD69C9	0.287955894826124	0.210606060606061	Centennial	Chr06	Centennial
#CD3700	0.295666589559719	0.163939393939394	PI437169B	Chr06	PI437169B
#00688B	0.303377284293315	0.197878787878788	Essex	Chr06	Essex
#CD6839	0.31108797902691	0.179090909090909	LG04-4717	Chr06	LG04-4717
#FF4500	0.318798673760506	0.214242424242424	LG05-4292	Chr06	LG05-4292
#CD6600	0.326509368494101	0.167878787878788	Pickett	Chr06	Pickett
#607B8B	0.334220063227697	0.184848484848485	CNS	Chr06	CNS
#EEB4B4	0.341930757961292	0.201818181818182	Forrest	Chr06	Forrest
#EE7AE9	0.349641452694888	0.154848484848485	Anderson	Chr06	Anderson
#48D1CC	0.357352147428483	0.187878787878788	LG05-4464	Chr06	LG05-4464
#CD5B45	0.365062842162079	0.169090909090909	Ransom	Chr06	Ransom
#EE9A49	0.372773536895674	0.204242424242424	Cook	Chr06	Cook
#CD96CD	0.38048423162927	0.158181818181818	Hill	Chr06	Hill
#8B4789	0.388194926362865	0.176363636363636	S-100	Chr06	S-100
#A020F0	0.395905621096461	0.193636363636364	PI518751	Chr06	PI518751
#76EEC6	0.403616315830056	0.146363636363636	Adams	Chr06	Adams
#54FF9F	0.411327010563652	0.181515151515152	Tracy	Chr06	Tracy
#43CD80	0.419037705297247	0.162121212121212	Illini	Chr06	Illini
#483D8B	0.426748400030843	0.198181818181818	LG03-2979	Chr06	LG03-2979
#CD2990	0.434459094764438	0.151515151515152	NC Raleigh	Chr06	NC Raleigh
#00CDCD	0.442169789498034	0.169090909090909	HS6-3976	Chr06	HS6-3976
#EE30A7	0.449880484231629	0.186969696969697	A.K. (Harrow)	Chr06	A.K. (Harrow)
#CD1076	0.457591178965225	0.141515151515152	Braxton	Chr06	Braxton
#63B8FF	0.46530187369882	0.177575757575758	NC Roy	Chr06	NC Roy
#8DB6CD	0.473012568432416	0.158484848484848	Dillon	Chr06	Dillon
#00F5FF	0.480723263166011	0.193939393939394	Davis	Chr06	Davis
#87CEFA	0.488433957899607	0.147575757575758	Brim	Chr06	Brim
#CD7054	0.496144652633202	0.164848484848485	LG92-1255	Chr06	LG92-1255
#EE3A8C	0.503855347366798	0.182727272727273	Hawkeye	Chr06	Hawkeye
#FF7F24	0.511566042100393	0.137272727272727	Prohio	Chr06	Prohio
#FFA500	0.519276736833989	0.173636363636364	U03-100612	Chr06	U03-100612
#00CD66	0.526987431567584	0.154545454545455	5601T	Chr06	5601T
#B22222	0.53469812630118	0.190606060606061	Jackson	Chr06	Jackson
#FF7F00	0.542408821034775	0.143636363636364	Hood	Chr06	Hood
#9932CC	0.550119515768371	0.161818181818182	Young	Chr06	Young
#00EEEE	0.557830210501966	0.17969696969697	Volstate	Chr06	Volstate
#96CDCD	0.565540905235562	0.133939393939394	PI398881	Chr06	PI398881
#EE1289	0.573251599969157	0.16969696969697	Holladay	Chr06	Holladay
#CD6090	0.580962294702753	0.151212121212121	Gasoy 17	Chr06	Gasoy 17
#EE799F	0.588672989436348	0.186363636363636	5M20-2-5-2	Chr06	5M20-2-5-2
#7A67EE	0.596383684169944	0.140909090909091	Ogden	Chr06	Ogden
#7D26CD	0.604094378903539	0.159090909090909	Roanoke	Chr06	Roanoke
#9B30FF	0.611805073637135	0.176969696969697	LG05-4317	Chr06	LG05-4317
#FF0000	0.61951576837073	0.131515151515152	Woodworth	Chr06	Woodworth
#36648B	0.627226463104326	0.166666666666667	Harosoy	Chr06	Harosoy
#E066FF	0.634937157837921	0.146363636363636	TN05-3027	Chr06	TN05-3027
#CD3333	0.642647852571517	0.18030303030303	Hutcheson	Chr06	Hutcheson
#FF3E96	0.650358547305112	0.132424242424242	CL0J095-4-6	Chr06	CL0J095-4-6
#8FBC8F	0.658069242038708	0.150606060606061	Perry	Chr06	Perry
#EE8262	0.665779936772303	0.168181818181818	4J105-3-4	Chr06	4J105-3-4
#FA8072	0.673490631505899	0.121515151515152	LD00-3309	Chr06	LD00-3309
#EE9572	0.681201326239494	0.157575757575758	Ford	Chr06	Ford
#698B69	0.68891202097309	0.136666666666667	Tokyo	Chr06	Tokyo
#A0522D	0.696622715706685	0.172727272727273	PI404188A	Chr06	PI404188A
#8B475D	0.704333410440281	0.123333333333333	Dunfield	Chr06	Dunfield
#6B8E23	0.712044105173876	0.141212121212121	Merit	Chr06	Merit
#CD5555	0.719754799907472	0.158484848484848	Kanro	Chr06	Kanro
#836FFF	0.727465494641067	0.10969696969697	LG03-3191	Chr06	LG03-3191
#BCEE68	0.735176189374663	0.146060606060606	PI427136	Chr06	PI427136
#F4A460	0.742886884108258	0.123939393939394	Lawrence	Chr06	Lawrence
#9ACD32	0.750597578841854	0.156969696969697	Beeson	Chr06	Beeson
#551A8B	0.758308273575449	0.111515151515152	PI 180.501	Chr06	PI 180.501
#4876FF	0.766018968309045	0.128181818181818	Harcor	Chr06	Harcor
#B23AEE	0.77372966304264	0.143939393939394	IA3023	Chr06	IA3023
#458B74	0.781440357776236	0.0945454545454545	Douglas	Chr06	Douglas
#CD853F	0.789151052509831	0.130606060606061	Amcor	Chr06	Amcor
#D2691E	0.796861747243427	0.111212121212121	Richland	Chr06	Richland
#8B5A00	0.804572441977022	0.146060606060606	Mandarin	Chr06	Mandarin
#3A5FCD	0.812283136710618	0.1	Bonus	Chr06	Bonus
#8A2BE2	0.819993831444213	0.117878787878788	Corsoy	Chr06	Corsoy
#9AC0CD	0.827704526177809	0.135454545454545	Capital	Chr06	Capital
#1E90FF	0.835415220911404	0.0887878787878788	Cumberland	Chr06	Cumberland
#00BFFF	0.843125915645	0.124545454545455	Amsoy	Chr06	Amsoy
#4F94CD	0.850836610378595	0.105454545454545	Zane	Chr06	Zane
#00FFFF	0.858547305112191	0.140909090909091	S06-130640-2	Chr06	S06-130640-2
#A2B5CD	0.866257999845786	0.0893939393939394	Chippewa	Chr06	Chippewa
#CDC1C5	0.873968694579382	0.102727272727273	Kent	Chr06	Kent
#698B22	0.881679389312977	0.12	Lincoln	Chr06	Lincoln
#E9967A	0.889390084046573	0.0724242424242424	Calland	Chr06	Calland
#CD919E	0.897100778780168	0.107878787878788	Williams 82	Chr06	Williams 82
#FF6EB4	0.904811473513764	0.0881818181818182	Shelby	Chr06	Shelby
#6E8B3D	0.912522168247359	0.123636363636364	Williams	Chr06	Williams
#FFA07A	0.920232862980955	0.0778787878787879	Wayne	Chr06	Wayne
#00FF7F	0.92794355771455	0.0957575757575758	Clark	Chr06	Clark
#4682B4	0.935654252448146	0.113636363636364	Pella	Chr06	Pella
#66CDAA	0.943364947181741	0.0672727272727273	A3127	Chr06	A3127
#AB82FF	0.951075641915337	0.103030303030303	Oakland	Chr06	Oakland
#C71585	0.0489243580846634	0.626969696969697	Magellan	Chr07	Magellan
#CD8500	0.0566350528182589	0.475454545454545	LD02-9050	Chr07	LD02-9050
#FFA54F	0.0643457475518544	0.459090909090909	S06-13640	Chr07	S06-13640
#00E5EE	0.0720564422854499	0.414848484848485	Maverick	Chr07	Maverick
#EE3B3B	0.0797671370190454	0.331818181818182	LG97-7012	Chr07	LG97-7012
#00868B	0.0874778317526409	0.367878787878788	LG98-1605	Chr07	LG98-1605
