colour	x	xend	y	yend	tooltip	showSelected	showSelected2
#556B2F	0.156874084355	0.156874084355	0.187272727272727	0.0454545454545455	LD02-4485	Chr06	LD02-4485
#EEA2AD	0.164584779088596	0.164584779088596	0.184242424242424	0.0454545454545455	PI561370	Chr06	PI561370
#0000FF	0.172295473822191	0.172295473822191	0.182121212121212	0.0454545454545455	Dorman	Chr06	Dorman
#EE00EE	0.180006168555787	0.180006168555787	0.180606060606061	0.0454545454545455	LG94-1906	Chr06	LG94-1906
#FF6A6A	0.187716863289382	0.187716863289382	0.178787878787879	0.0454545454545455	Clemson	Chr06	Clemson
#4169E1	0.195427558022978	0.195427558022978	0.173939393939394	0.0454545454545455	Ralsoy	Chr06	Ralsoy
#8B0A50	0.203138252756573	0.203138252756573	0.173333333333333	0.0454545454545455	York	Chr06	York
#EEC591	0.210848947490169	0.210848947490169	0.172121212121212	0.0454545454545455	PI574486	Chr06	PI574486
#BF3EFF	0.218559642223764	0.218559642223764	0.167878787878788	0.0454545454545455	PI507681B	Chr06	PI507681B
#8B2252	0.22627033695736	0.22627033695736	0.164242424242424	0.0454545454545455	CL0J173-6-8	Chr06	CL0J173-6-8
#5D478B	0.233981031690955	0.233981031690955	0.163030303030303	0.0454545454545455	Bragg	Chr06	Bragg
#2E8B57	0.241691726424551	0.241691726424551	0.160606060606061	0.0454545454545455	Blackhawk	Chr06	Blackhawk
#CAFF70	0.249402421158146	0.249402421158146	0.16	0.0454545454545455	Mukden	Chr06	Mukden
#A2CD5A	0.257113115891742	0.257113115891742	0.159393939393939	0.0454545454545455	PI 88.788	Chr06	PI 88.788
#D2B48C	0.264823810625337	0.264823810625337	0.156969696969697	0.0454545454545455	Haberlandt	Chr06	Haberlandt
#9A32CD	0.272534505358933	0.272534505358933	0.156969696969697	0.0454545454545455	Hagood	Chr06	Hagood
#6495ED	0.280245200092528	0.280245200092528	0.156969696969697	0.0454545454545455	LG05-4832	Chr06	LG05-4832
#CD69C9	0.287955894826124	0.287955894826124	0.156060606060606	0.0454545454545455	Centennial	Chr06	Centennial
#CD3700	0.295666589559719	0.295666589559719	0.154848484848485	0.0454545454545455	PI437169B	Chr06	PI437169B
#00688B	0.303377284293315	0.303377284293315	0.152424242424242	0.0454545454545455	Essex	Chr06	Essex
#CD6839	0.31108797902691	0.31108797902691	0.151818181818182	0.0454545454545455	LG04-4717	Chr06	LG04-4717
#FF4500	0.318798673760506	0.318798673760506	0.150606060606061	0.0454545454545455	LG05-4292	Chr06	LG05-4292
#CD6600	0.326509368494101	0.326509368494101	0.14969696969697	0.0454545454545455	Pickett	Chr06	Pickett
#607B8B	0.334220063227697	0.334220063227697	0.148484848484848	0.0454545454545455	CNS	Chr06	CNS
#EEB4B4	0.341930757961292	0.341930757961292	0.147272727272727	0.0454545454545455	Forrest	Chr06	Forrest
#EE7AE9	0.349641452694888	0.349641452694888	0.145757575757576	0.0454545454545455	Anderson	Chr06	Anderson
#48D1CC	0.357352147428483	0.357352147428483	0.142424242424242	0.0454545454545455	LG05-4464	Chr06	LG05-4464
#CD5B45	0.365062842162079	0.365062842162079	0.141818181818182	0.0454545454545455	Ransom	Chr06	Ransom
#EE9A49	0.372773536895674	0.372773536895674	0.140606060606061	0.0454545454545455	Cook	Chr06	Cook
#CD96CD	0.38048423162927	0.38048423162927	0.14	0.0454545454545455	Hill	Chr06	Hill
#8B4789	0.388194926362865	0.388194926362865	0.14	0.0454545454545455	S-100	Chr06	S-100
#A020F0	0.395905621096461	0.395905621096461	0.139090909090909	0.0454545454545455	PI518751	Chr06	PI518751
#76EEC6	0.403616315830056	0.403616315830056	0.137272727272727	0.0454545454545455	Adams	Chr06	Adams
#54FF9F	0.411327010563652	0.411327010563652	0.136060606060606	0.0454545454545455	Tracy	Chr06	Tracy
#43CD80	0.419037705297247	0.419037705297247	0.134848484848485	0.0454545454545455	Illini	Chr06	Illini
#483D8B	0.426748400030843	0.426748400030843	0.134545454545455	0.0454545454545455	LG03-2979	Chr06	LG03-2979
#CD2990	0.434459094764438	0.434459094764438	0.133333333333333	0.0454545454545455	NC Raleigh	Chr06	NC Raleigh
#00CDCD	0.442169789498034	0.442169789498034	0.132727272727273	0.0454545454545455	HS6-3976	Chr06	HS6-3976
#EE30A7	0.449880484231629	0.449880484231629	0.132424242424242	0.0454545454545455	A.K. (Harrow)	Chr06	A.K. (Harrow)
#CD1076	0.457591178965225	0.457591178965225	0.132424242424242	0.0454545454545455	Braxton	Chr06	Braxton
#63B8FF	0.46530187369882	0.46530187369882	0.132121212121212	0.0454545454545455	NC Roy	Chr06	NC Roy
#8DB6CD	0.473012568432416	0.473012568432416	0.131212121212121	0.0454545454545455	Dillon	Chr06	Dillon
#00F5FF	0.480723263166011	0.480723263166011	0.13030303030303	0.0454545454545455	Davis	Chr06	Davis
#87CEFA	0.488433957899607	0.488433957899607	0.129393939393939	0.0454545454545455	Brim	Chr06	Brim
#CD7054	0.496144652633202	0.496144652633202	0.128484848484848	0.0454545454545455	LG92-1255	Chr06	LG92-1255
#EE3A8C	0.503855347366798	0.503855347366798	0.128181818181818	0.0454545454545455	Hawkeye	Chr06	Hawkeye
#FF7F24	0.511566042100393	0.511566042100393	0.128181818181818	0.0454545454545455	Prohio	Chr06	Prohio
#FFA500	0.519276736833989	0.519276736833989	0.128181818181818	0.0454545454545455	U03-100612	Chr06	U03-100612
#00CD66	0.526987431567584	0.526987431567584	0.127272727272727	0.0454545454545455	5601T	Chr06	5601T
#B22222	0.53469812630118	0.53469812630118	0.126969696969697	0.0454545454545455	Jackson	Chr06	Jackson
#FF7F00	0.542408821034775	0.542408821034775	0.125454545454545	0.0454545454545455	Hood	Chr06	Hood
#9932CC	0.550119515768371	0.550119515768371	0.125454545454545	0.0454545454545455	Young	Chr06	Young
#00EEEE	0.557830210501966	0.557830210501966	0.125151515151515	0.0454545454545455	Volstate	Chr06	Volstate
#96CDCD	0.565540905235562	0.565540905235562	0.124848484848485	0.0454545454545455	PI398881	Chr06	PI398881
#EE1289	0.573251599969157	0.573251599969157	0.124242424242424	0.0454545454545455	Holladay	Chr06	Holladay
#CD6090	0.580962294702753	0.580962294702753	0.123939393939394	0.0454545454545455	Gasoy 17	Chr06	Gasoy 17
#EE799F	0.588672989436348	0.588672989436348	0.122727272727273	0.0454545454545455	5M20-2-5-2	Chr06	5M20-2-5-2
#7A67EE	0.596383684169944	0.596383684169944	0.122727272727273	0.0454545454545455	Ogden	Chr06	Ogden
#7D26CD	0.604094378903539	0.604094378903539	0.122727272727273	0.0454545454545455	Roanoke	Chr06	Roanoke
#9B30FF	0.611805073637135	0.611805073637135	0.122424242424242	0.0454545454545455	LG05-4317	Chr06	LG05-4317
#FF0000	0.61951576837073	0.61951576837073	0.122424242424242	0.0454545454545455	Woodworth	Chr06	Woodworth
#36648B	0.627226463104326	0.627226463104326	0.121212121212121	0.0454545454545455	Harosoy	Chr06	Harosoy
#E066FF	0.634937157837921	0.634937157837921	0.119090909090909	0.0454545454545455	TN05-3027	Chr06	TN05-3027
#CD3333	0.642647852571517	0.642647852571517	0.116666666666667	0.0454545454545455	Hutcheson	Chr06	Hutcheson
#FF3E96	0.650358547305112	0.650358547305112	0.114242424242424	0.0454545454545455	CL0J095-4-6	Chr06	CL0J095-4-6
#8FBC8F	0.658069242038708	0.658069242038708	0.114242424242424	0.0454545454545455	Perry	Chr06	Perry
#EE8262	0.665779936772303	0.665779936772303	0.113636363636364	0.0454545454545455	4J105-3-4	Chr06	4J105-3-4
#FA8072	0.673490631505899	0.673490631505899	0.112424242424242	0.0454545454545455	LD00-3309	Chr06	LD00-3309
#EE9572	0.681201326239494	0.681201326239494	0.112121212121212	0.0454545454545455	Ford	Chr06	Ford
#698B69	0.68891202097309	0.68891202097309	0.109393939393939	0.0454545454545455	Tokyo	Chr06	Tokyo
#A0522D	0.696622715706685	0.696622715706685	0.109090909090909	0.0454545454545455	PI404188A	Chr06	PI404188A
#8B475D	0.704333410440281	0.704333410440281	0.105151515151515	0.0454545454545455	Dunfield	Chr06	Dunfield
#6B8E23	0.712044105173876	0.712044105173876	0.104848484848485	0.0454545454545455	Merit	Chr06	Merit
#CD5555	0.719754799907472	0.719754799907472	0.103939393939394	0.0454545454545455	Kanro	Chr06	Kanro
#836FFF	0.727465494641067	0.727465494641067	0.100606060606061	0.0454545454545455	LG03-3191	Chr06	LG03-3191
#BCEE68	0.735176189374663	0.735176189374663	0.100606060606061	0.0454545454545455	PI427136	Chr06	PI427136
#F4A460	0.742886884108258	0.742886884108258	0.0966666666666667	0.0454545454545455	Lawrence	Chr06	Lawrence
#9ACD32	0.750597578841854	0.750597578841854	0.0933333333333333	0.0454545454545455	Beeson	Chr06	Beeson
#551A8B	0.758308273575449	0.758308273575449	0.0933333333333333	0.0454545454545455	PI 180.501	Chr06	PI 180.501
#4876FF	0.766018968309045	0.766018968309045	0.0918181818181818	0.0454545454545455	Harcor	Chr06	Harcor
#B23AEE	0.77372966304264	0.77372966304264	0.0893939393939394	0.0454545454545455	IA3023	Chr06	IA3023
#458B74	0.781440357776236	0.781440357776236	0.0854545454545454	0.0454545454545455	Douglas	Chr06	Douglas
#CD853F	0.789151052509831	0.789151052509831	0.0851515151515151	0.0454545454545455	Amcor	Chr06	Amcor
#D2691E	0.796861747243427	0.796861747243427	0.0839393939393939	0.0454545454545455	Richland	Chr06	Richland
#8B5A00	0.804572441977022	0.804572441977022	0.0824242424242424	0.0454545454545455	Mandarin	Chr06	Mandarin
#3A5FCD	0.812283136710618	0.812283136710618	0.0818181818181818	0.0454545454545455	Bonus	Chr06	Bonus
#8A2BE2	0.819993831444213	0.819993831444213	0.0815151515151515	0.0454545454545455	Corsoy	Chr06	Corsoy
#9AC0CD	0.827704526177809	0.827704526177809	0.0809090909090909	0.0454545454545455	Capital	Chr06	Capital
#1E90FF	0.835415220911404	0.835415220911404	0.0796969696969697	0.0454545454545455	Cumberland	Chr06	Cumberland
#00BFFF	0.843125915645	0.843125915645	0.0790909090909091	0.0454545454545455	Amsoy	Chr06	Amsoy
#4F94CD	0.850836610378595	0.850836610378595	0.0781818181818182	0.0454545454545455	Zane	Chr06	Zane
#00FFFF	0.858547305112191	0.858547305112191	0.0772727272727273	0.0454545454545455	S06-130640-2	Chr06	S06-130640-2
#A2B5CD	0.866257999845786	0.866257999845786	0.0712121212121212	0.0454545454545455	Chippewa	Chr06	Chippewa
#CDC1C5	0.873968694579382	0.873968694579382	0.0663636363636364	0.0454545454545455	Kent	Chr06	Kent
#698B22	0.881679389312977	0.881679389312977	0.0654545454545455	0.0454545454545455	Lincoln	Chr06	Lincoln
#E9967A	0.889390084046573	0.889390084046573	0.0633333333333333	0.0454545454545455	Calland	Chr06	Calland
#CD919E	0.897100778780168	0.897100778780168	0.0624242424242424	0.0454545454545455	Williams 82	Chr06	Williams 82
#FF6EB4	0.904811473513764	0.904811473513764	0.0609090909090909	0.0454545454545455	Shelby	Chr06	Shelby
#6E8B3D	0.912522168247359	0.912522168247359	0.06	0.0454545454545455	Williams	Chr06	Williams
#FFA07A	0.920232862980955	0.920232862980955	0.0596969696969697	0.0454545454545455	Wayne	Chr06	Wayne
#00FF7F	0.92794355771455	0.92794355771455	0.0593939393939394	0.0454545454545455	Clark	Chr06	Clark
#4682B4	0.935654252448146	0.935654252448146	0.0590909090909091	0.0454545454545455	Pella	Chr06	Pella
#66CDAA	0.943364947181741	0.943364947181741	0.0581818181818182	0.0454545454545455	A3127	Chr06	A3127
#AB82FF	0.951075641915337	0.951075641915337	0.0575757575757576	0.0454545454545455	Oakland	Chr06	Oakland
#C71585	0.0489243580846634	0.0489243580846634	0.563333333333333	0.0454545454545455	Magellan	Chr07	Magellan
#CD8500	0.0566350528182589	0.0566350528182589	0.457272727272727	0.0454545454545455	LD02-9050	Chr07	LD02-9050
#FFA54F	0.0643457475518544	0.0643457475518544	0.422727272727273	0.0454545454545455	S06-13640	Chr07	S06-13640
#00E5EE	0.0720564422854499	0.0720564422854499	0.36030303030303	0.0454545454545455	Maverick	Chr07	Maverick
#EE3B3B	0.0797671370190454	0.0797671370190454	0.322727272727273	0.0454545454545455	LG97-7012	Chr07	LG97-7012
#00868B	0.0874778317526409	0.0874778317526409	0.322424242424242	0.0454545454545455	LG98-1605	Chr07	LG98-1605
#20B2AA	0.0951885264862364	0.0951885264862364	0.247878787878788	0.0454545454545455	Skylla	Chr07	Skylla
#00FF00	0.102899221219832	0.102899221219832	0.237878787878788	0.0454545454545455	NE3001	Chr07	NE3001
#B3EE3A	0.110609915953427	0.110609915953427	0.223636363636364	0.0454545454545455	LG90-2550	Chr07	LG90-2550
#DEB887	0.118320610687023	0.118320610687023	0.222424242424242	0.0454545454545455	LG00-3372	Chr07	LG00-3372
#CD00CD	0.126031305420618	0.126031305420618	0.221818181818182	0.0454545454545455	LG94-1128	Chr07	LG94-1128
#6CA6CD	0.133742000154214	0.133742000154214	0.220909090909091	0.0454545454545455	LG04-6000	Chr07	LG04-6000
#668B8B	0.141452694887809	0.141452694887809	0.217878787878788	0.0454545454545455	LD01-5907	Chr07	LD01-5907
#8B2252	0.149163389621405	0.149163389621405	0.183030303030303	0.0454545454545455	CL0J173-6-8	Chr07	CL0J173-6-8
#556B2F	0.156874084355	0.156874084355	0.180909090909091	0.0454545454545455	LD02-4485	Chr07	LD02-4485
#EE799F	0.164584779088596	0.164584779088596	0.173030303030303	0.0454545454545455	5M20-2-5-2	Chr07	5M20-2-5-2
#EE00EE	0.172295473822191	0.172295473822191	0.155454545454545	0.0454545454545455	LG94-1906	Chr07	LG94-1906
#EE9572	0.180006168555787	0.180006168555787	0.153030303030303	0.0454545454545455	Ford	Chr07	Ford
#DB7093	0.187716863289382	0.187716863289382	0.151818181818182	0.0454545454545455	Lee	Chr07	Lee
#FFA500	0.195427558022978	0.195427558022978	0.146666666666667	0.0454545454545455	U03-100612	Chr07	U03-100612
#EEC591	0.203138252756573	0.203138252756573	0.141212121212121	0.0454545454545455	PI574486	Chr07	PI574486
#6495ED	0.210848947490169	0.210848947490169	0.139393939393939	0.0454545454545455	LG05-4832	Chr07	LG05-4832
#FF3E96	0.218559642223764	0.218559642223764	0.132727272727273	0.0454545454545455	CL0J095-4-6	Chr07	CL0J095-4-6
#00CDCD	0.22627033695736	0.22627033695736	0.131818181818182	0.0454545454545455	HS6-3976	Chr07	HS6-3976
#FF7F24	0.233981031690955	0.233981031690955	0.130909090909091	0.0454545454545455	Prohio	Chr07	Prohio
#B22222	0.241691726424551	0.241691726424551	0.13	0.0454545454545455	Jackson	Chr07	Jackson
#BF3EFF	0.249402421158146	0.249402421158146	0.12969696969697	0.0454545454545455	PI507681B	Chr07	PI507681B
#96CDCD	0.257113115891742	0.257113115891742	0.129393939393939	0.0454545454545455	PI398881	Chr07	PI398881
#A0522D	0.264823810625337	0.264823810625337	0.127575757575758	0.0454545454545455	PI404188A	Chr07	PI404188A
#EEA2AD	0.272534505358933	0.272534505358933	0.122727272727273	0.0454545454545455	PI561370	Chr07	PI561370
#F4A460	0.280245200092528	0.280245200092528	0.121818181818182	0.0454545454545455	Lawrence	Chr07	Lawrence
#FA8072	0.287955894826124	0.287955894826124	0.121515151515152	0.0454545454545455	LD00-3309	Chr07	LD00-3309
#CD6839	0.295666589559719	0.295666589559719	0.12	0.0454545454545455	LG04-4717	Chr07	LG04-4717
#36648B	0.303377284293315	0.303377284293315	0.119090909090909	0.0454545454545455	Harosoy	Chr07	Harosoy
#A020F0	0.31108797902691	0.31108797902691	0.118181818181818	0.0454545454545455	PI518751	Chr07	PI518751
#A2CD5A	0.318798673760506	0.318798673760506	0.114545454545455	0.0454545454545455	PI 88.788	Chr07	PI 88.788
#EE7AE9	0.326509368494101	0.326509368494101	0.113030303030303	0.0454545454545455	Anderson	Chr07	Anderson
#CD6600	0.334220063227697	0.334220063227697	0.112424242424242	0.0454545454545455	Pickett	Chr07	Pickett
#FF4500	0.341930757961292	0.341930757961292	0.111818181818182	0.0454545454545455	LG05-4292	Chr07	LG05-4292
#CDC1C5	0.349641452694888	0.349641452694888	0.10969696969697	0.0454545454545455	Kent	Chr07	Kent
#D2B48C	0.357352147428483	0.357352147428483	0.109393939393939	0.0454545454545455	Haberlandt	Chr07	Haberlandt
#9A32CD	0.365062842162079	0.365062842162079	0.109090909090909	0.0454545454545455	Hagood	Chr07	Hagood
#698B22	0.372773536895674	0.372773536895674	0.109090909090909	0.0454545454545455	Lincoln	Chr07	Lincoln
#CD7054	0.38048423162927	0.38048423162927	0.107575757575758	0.0454545454545455	LG92-1255	Chr07	LG92-1255
#A2B5CD	0.388194926362865	0.388194926362865	0.105151515151515	0.0454545454545455	Chippewa	Chr07	Chippewa
#00688B	0.395905621096461	0.395905621096461	0.104848484848485	0.0454545454545455	Essex	Chr07	Essex
#7D26CD	0.403616315830056	0.403616315830056	0.104545454545455	0.0454545454545455	Roanoke	Chr07	Roanoke
#CAFF70	0.411327010563652	0.411327010563652	0.103939393939394	0.0454545454545455	Mukden	Chr07	Mukden
#7A67EE	0.419037705297247	0.419037705297247	0.103939393939394	0.0454545454545455	Ogden	Chr07	Ogden
#54FF9F	0.426748400030843	0.426748400030843	0.103939393939394	0.0454545454545455	Tracy	Chr07	Tracy
#00EEEE	0.434459094764438	0.434459094764438	0.103939393939394	0.0454545454545455	Volstate	Chr07	Volstate
#BCEE68	0.442169789498034	0.442169789498034	0.103333333333333	0.0454545454545455	PI427136	Chr07	PI427136
#9ACD32	0.449880484231629	0.449880484231629	0.103030303030303	0.0454545454545455	Beeson	Chr07	Beeson
#4682B4	0.457591178965225	0.457591178965225	0.102727272727273	0.0454545454545455	Pella	Chr07	Pella
#458B74	0.46530187369882	0.46530187369882	0.102121212121212	0.0454545454545455	Douglas	Chr07	Douglas
#FF6EB4	0.473012568432416	0.473012568432416	0.102121212121212	0.0454545454545455	Shelby	Chr07	Shelby
#698B69	0.480723263166011	0.480723263166011	0.101515151515152	0.0454545454545455	Tokyo	Chr07	Tokyo
#8B475D	0.488433957899607	0.488433957899607	0.100909090909091	0.0454545454545455	Dunfield	Chr07	Dunfield
#E9967A	0.496144652633202	0.496144652633202	0.0987878787878788	0.0454545454545455	Calland	Chr07	Calland
#FF6A6A	0.503855347366798	0.503855347366798	0.0981818181818182	0.0454545454545455	Clemson	Chr07	Clemson
#607B8B	0.511566042100393	0.511566042100393	0.0981818181818182	0.0454545454545455	CNS	Chr07	CNS
#EE3A8C	0.519276736833989	0.519276736833989	0.0978787878787879	0.0454545454545455	Hawkeye	Chr07	Hawkeye
#9B30FF	0.526987431567584	0.526987431567584	0.0951515151515152	0.0454545454545455	LG05-4317	Chr07	LG05-4317
#00FF7F	0.53469812630118	0.53469812630118	0.0945454545454545	0.0454545454545455	Clark	Chr07	Clark
#CD5555	0.542408821034775	0.542408821034775	0.0939393939393939	0.0454545454545455	Kanro	Chr07	Kanro
#B23AEE	0.550119515768371	0.550119515768371	0.0933333333333333	0.0454545454545455	IA3023	Chr07	IA3023
#8FBC8F	0.557830210501966	0.557830210501966	0.0927272727272727	0.0454545454545455	Perry	Chr07	Perry
#43CD80	0.565540905235562	0.565540905235562	0.0924242424242424	0.0454545454545455	Illini	Chr07	Illini
#FF7F00	0.573251599969157	0.573251599969157	0.0921212121212121	0.0454545454545455	Hood	Chr07	Hood
#00FFFF	0.580962294702753	0.580962294702753	0.0921212121212121	0.0454545454545455	S06-130640-2	Chr07	S06-130640-2
#4876FF	0.588672989436348	0.588672989436348	0.0915151515151515	0.0454545454545455	Harcor	Chr07	Harcor
#48D1CC	0.596383684169944	0.596383684169944	0.0909090909090909	0.0454545454545455	LG05-4464	Chr07	LG05-4464
#8B0A50	0.604094378903539	0.604094378903539	0.0903030303030303	0.0454545454545455	York	Chr07	York
#9932CC	0.611805073637135	0.611805073637135	0.09	0.0454545454545455	Young	Chr07	Young
#87CEFA	0.61951576837073	0.61951576837073	0.0896969696969697	0.0454545454545455	Brim	Chr07	Brim
#EE9A49	0.627226463104326	0.627226463104326	0.0890909090909091	0.0454545454545455	Cook	Chr07	Cook
#836FFF	0.634937157837921	0.634937157837921	0.0887878787878788	0.0454545454545455	LG03-3191	Chr07	LG03-3191
#FF0000	0.642647852571517	0.642647852571517	0.0887878787878788	0.0454545454545455	Woodworth	Chr07	Woodworth
#9AC0CD	0.650358547305112	0.650358547305112	0.0884848484848485	0.0454545454545455	Capital	Chr07	Capital
#CD3700	0.658069242038708	0.658069242038708	0.0881818181818182	0.0454545454545455	PI437169B	Chr07	PI437169B
#76EEC6	0.665779936772303	0.665779936772303	0.0875757575757576	0.0454545454545455	Adams	Chr07	Adams
#63B8FF	0.673490631505899	0.673490631505899	0.0875757575757576	0.0454545454545455	NC Roy	Chr07	NC Roy
#551A8B	0.681201326239494	0.681201326239494	0.0872727272727273	0.0454545454545455	PI 180.501	Chr07	PI 180.501
#8DB6CD	0.68891202097309	0.68891202097309	0.0866666666666667	0.0454545454545455	Dillon	Chr07	Dillon
#FFA07A	0.696622715706685	0.696622715706685	0.0863636363636364	0.0454545454545455	Wayne	Chr07	Wayne
#EE8262	0.704333410440281	0.704333410440281	0.0857575757575758	0.0454545454545455	4J105-3-4	Chr07	4J105-3-4
#8A2BE2	0.712044105173876	0.712044105173876	0.0857575757575758	0.0454545454545455	Corsoy	Chr07	Corsoy
#CD69C9	0.719754799907472	0.719754799907472	0.0854545454545454	0.0454545454545455	Centennial	Chr07	Centennial
#3A5FCD	0.727465494641067	0.727465494641067	0.0851515151515151	0.0454545454545455	Bonus	Chr07	Bonus
#0000FF	0.735176189374663	0.735176189374663	0.0851515151515151	0.0454545454545455	Dorman	Chr07	Dorman
#EE30A7	0.742886884108258	0.742886884108258	0.0848484848484849	0.0454545454545455	A.K. (Harrow)	Chr07	A.K. (Harrow)
#4169E1	0.750597578841854	0.750597578841854	0.0842424242424242	0.0454545454545455	Ralsoy	Chr07	Ralsoy
#E066FF	0.758308273575449	0.758308273575449	0.0833333333333333	0.0454545454545455	TN05-3027	Chr07	TN05-3027
#1E90FF	0.766018968309045	0.766018968309045	0.083030303030303	0.0454545454545455	Cumberland	Chr07	Cumberland
#CD919E	0.77372966304264	0.77372966304264	0.083030303030303	0.0454545454545455	Williams 82	Chr07	Williams 82
#AB82FF	0.781440357776236	0.781440357776236	0.0827272727272727	0.0454545454545455	Oakland	Chr07	Oakland
#6B8E23	0.789151052509831	0.789151052509831	0.0824242424242424	0.0454545454545455	Merit	Chr07	Merit
#D2691E	0.796861747243427	0.796861747243427	0.0818181818181818	0.0454545454545455	Richland	Chr07	Richland
#CD853F	0.804572441977022	0.804572441977022	0.0815151515151515	0.0454545454545455	Amcor	Chr07	Amcor
#483D8B	0.812283136710618	0.812283136710618	0.0815151515151515	0.0454545454545455	LG03-2979	Chr07	LG03-2979
#CD96CD	0.819993831444213	0.819993831444213	0.0809090909090909	0.0454545454545455	Hill	Chr07	Hill
#6E8B3D	0.827704526177809	0.827704526177809	0.0809090909090909	0.0454545454545455	Williams	Chr07	Williams
#00F5FF	0.835415220911404	0.835415220911404	0.0806060606060606	0.0454545454545455	Davis	Chr07	Davis
#CD6090	0.843125915645	0.843125915645	0.08	0.0454545454545455	Gasoy 17	Chr07	Gasoy 17
#EEB4B4	0.850836610378595	0.850836610378595	0.0784848484848485	0.0454545454545455	Forrest	Chr07	Forrest
#00BFFF	0.858547305112191	0.858547305112191	0.0778787878787879	0.0454545454545455	Amsoy	Chr07	Amsoy
#5D478B	0.866257999845786	0.866257999845786	0.0775757575757576	0.0454545454545455	Bragg	Chr07	Bragg
#CD1076	0.873968694579382	0.873968694579382	0.0757575757575758	0.0454545454545455	Braxton	Chr07	Braxton
#CD3333	0.881679389312977	0.881679389312977	0.0742424242424242	0.0454545454545455	Hutcheson	Chr07	Hutcheson
#4F94CD	0.889390084046573	0.889390084046573	0.0739393939393939	0.0454545454545455	Zane	Chr07	Zane
#CD5B45	0.897100778780168	0.897100778780168	0.073030303030303	0.0454545454545455	Ransom	Chr07	Ransom
#2E8B57	0.904811473513764	0.904811473513764	0.0715151515151515	0.0454545454545455	Blackhawk	Chr07	Blackhawk
#EE1289	0.912522168247359	0.912522168247359	0.0709090909090909	0.0454545454545455	Holladay	Chr07	Holladay
#66CDAA	0.920232862980955	0.920232862980955	0.0703030303030303	0.0454545454545455	A3127	Chr07	A3127
#8B4789	0.92794355771455	0.92794355771455	0.07	0.0454545454545455	S-100	Chr07	S-100
#CD2990	0.935654252448146	0.935654252448146	0.0693939393939394	0.0454545454545455	NC Raleigh	Chr07	NC Raleigh
#00CD66	0.943364947181741	0.943364947181741	0.0687878787878788	0.0454545454545455	5601T	Chr07	5601T
#8B5A00	0.951075641915337	0.951075641915337	0.066969696969697	0.0454545454545455	Mandarin	Chr07	Mandarin
#C71585	0.0489243580846634	0.0489243580846634	0.738484848484849	0.0454545454545455	Magellan	Chr08	Magellan
#CD8500	0.0566350528182589	0.0566350528182589	0.562424242424242	0.0454545454545455	LD02-9050	Chr08	LD02-9050
#FFA54F	0.0643457475518544	0.0643457475518544	0.558181818181818	0.0454545454545455	S06-13640	Chr08	S06-13640
#00E5EE	0.0720564422854499	0.0720564422854499	0.451515151515152	0.0454545454545455	Maverick	Chr08	Maverick
#EE3B3B	0.0797671370190454	0.0797671370190454	0.394242424242424	0.0454545454545455	LG97-7012	Chr08	LG97-7012
#00868B	0.0874778317526409	0.0874778317526409	0.337272727272727	0.0454545454545455	LG98-1605	Chr08	LG98-1605
#668B8B	0.0951885264862364	0.0951885264862364	0.295757575757576	0.0454545454545455	LD01-5907	Chr08	LD01-5907
#20B2AA	0.102899221219832	0.102899221219832	0.295151515151515	0.0454545454545455	Skylla	Chr08	Skylla
#CD00CD	0.110609915953427	0.110609915953427	0.28030303030303	0.0454545454545455	LG94-1128	Chr08	LG94-1128
#6CA6CD	0.118320610687023	0.118320610687023	0.274545454545455	0.0454545454545455	LG04-6000	Chr08	LG04-6000
#B3EE3A	0.126031305420618	0.126031305420618	0.269393939393939	0.0454545454545455	LG90-2550	Chr08	LG90-2550
#00FF00	0.133742000154214	0.133742000154214	0.264848484848485	0.0454545454545455	NE3001	Chr08	NE3001
#DEB887	0.141452694887809	0.141452694887809	0.236060606060606	0.0454545454545455	LG00-3372	Chr08	LG00-3372
#556B2F	0.149163389621405	0.149163389621405	0.194545454545455	0.0454545454545455	LD02-4485	Chr08	LD02-4485
#EE00EE	0.156874084355	0.156874084355	0.164848484848485	0.0454545454545455	LG94-1906	Chr08	LG94-1906
#BF3EFF	0.164584779088596	0.164584779088596	0.140909090909091	0.0454545454545455	PI507681B	Chr08	PI507681B
#8B2252	0.172295473822191	0.172295473822191	0.14030303030303	0.0454545454545455	CL0J173-6-8	Chr08	CL0J173-6-8
#DB7093	0.180006168555787	0.180006168555787	0.136969696969697	0.0454545454545455	Lee	Chr08	Lee
#A2CD5A	0.187716863289382	0.187716863289382	0.136666666666667	0.0454545454545455	PI 88.788	Chr08	PI 88.788
#EE9572	0.195427558022978	0.195427558022978	0.127575757575758	0.0454545454545455	Ford	Chr08	Ford
#EEC591	0.203138252756573	0.203138252756573	0.127272727272727	0.0454545454545455	PI574486	Chr08	PI574486
#6495ED	0.210848947490169	0.210848947490169	0.125151515151515	0.0454545454545455	LG05-4832	Chr08	LG05-4832
#CD6839	0.218559642223764	0.218559642223764	0.11969696969697	0.0454545454545455	LG04-4717	Chr08	LG04-4717
#36648B	0.22627033695736	0.22627033695736	0.113030303030303	0.0454545454545455	Harosoy	Chr08	Harosoy
#96CDCD	0.233981031690955	0.233981031690955	0.112424242424242	0.0454545454545455	PI398881	Chr08	PI398881
#9A32CD	0.241691726424551	0.241691726424551	0.111212121212121	0.0454545454545455	Hagood	Chr08	Hagood
