xmin	xmax	clickSelects	showSelected	group
0.0685866296553319	0.0755262549155679	Maverick	Chr05	1505
0.0762973243889274	0.0832369496491634	LG97-7012	Chr05	1405
0.0840080191225229	0.0909476443827589	LG98-1605	Chr05	1425
0.0917187138561184	0.0986583391163544	Skylla	Chr05	2105
0.0994294085897139	0.10636903384995	LD01-5907	Chr05	1065
0.107140103323309	0.114079728583545	LG90-2550	Chr05	1325
0.114850798056905	0.121790423317141	LG94-1128	Chr05	1365
0.1225614927905	0.129501118050736	LG04-6000	Chr05	1225
0.130272187524096	0.137211812784332	NE3001	Chr05	1605
0.137982882257691	0.144922507517927	LG00-3372	Chr05	1145
0.145693576991287	0.152633202251523	LD02-4485	Chr05	1085
0.153404271724882	0.160343896985118	Lee	Chr05	1125
0.161114966458478	0.168054591718714	LG94-1906	Chr05	1385
0.168825661192073	0.175765286452309	CL0J173-6-8	Chr05	405
0.176536355925669	0.183475981185905	Ford	Chr05	665
0.184247050659264	0.1911866759195	LG92-1255	Chr05	1345
0.19195774539286	0.198897370653096	LG05-4317	Chr05	1265
0.199668440126455	0.206608065386691	HS6-3976	Chr05	885
0.207379134860051	0.214318760120287	Harosoy	Chr05	785
0.215089829593646	0.222029454853882	PI398881	Chr05	1725
0.222800524327242	0.229740149587478	LG05-4832	Chr05	1305
0.230511219060837	0.237450844321073	PI574486	Chr05	1865
0.238221913794433	0.245161539054669	LG04-4717	Chr05	1205
0.245932608528028	0.252872233788264	PI507681B	Chr05	1805
0.253643303261624	0.26058292852186	LG05-4464	Chr05	1285
0.261353997995219	0.268293623255455	5M20-2-5-2	Chr05	45
0.269064692728815	0.276004317989051	PI404188A	Chr05	1745
0.27677538746241	0.283715012722646	Prohio	Chr05	1925
0.284486082196006	0.291425707456242	Essex	Chr05	645
0.292196776929601	0.299136402189837	PI437169B	Chr05	1785
0.299907471663197	0.306847096923433	PI518751	Chr05	1825
0.307618166396792	0.314557791657028	Lawrence	Chr05	1025
0.315328861130388	0.322268486390624	Hagood	Chr05	745
0.323039555863983	0.329979181124219	LG05-4292	Chr05	1245
0.330750250597579	0.337689875857815	CL0J095-4-6	Chr05	385
0.338460945331174	0.34540057059141	TN05-3027	Chr05	2125
0.34617164006477	0.353111265325006	PI427136	Chr05	1765
0.353882334798365	0.360821960058601	PI561370	Chr05	1845
0.361593029531961	0.368532654792197	Hawkeye	Chr05	805
0.369303724265556	0.376243349525792	LD00-3309	Chr05	1045
0.377014418999152	0.383954044259388	PI 88.788	Chr05	1885
0.384725113732747	0.391664738992983	Douglas	Chr05	605
0.392435808466343	0.399375433726579	Clemson	Chr05	445
0.400146503199938	0.407086128460174	Ogden	Chr05	1645
0.407857197933534	0.41479682319377	Mukden	Chr05	1545
0.415567892667129	0.422507517927365	LG03-2979	Chr05	1165
0.423278587400725	0.430218212660961	Dunfield	Chr05	625
0.43098928213432	0.437928907394556	LG03-3191	Chr05	1185
0.438699976867916	0.445639602128152	Tracy	Chr05	2165
0.446410671601511	0.453350296861747	Capital	Chr05	325
0.454121366335107	0.461060991595343	Harcor	Chr05	765
0.461832061068702	0.468771686328938	Richland	Chr05	1985
0.469542755802298	0.476482381062534	IA3023	Chr05	925
0.477253450535893	0.484193075796129	Ralsoy	Chr05	1945
0.484964145269489	0.491903770529725	U03-100612	Chr05	2185
0.492674840003084	0.49961446526332	Davis	Chr05	545
0.50038553473668	0.507325159996916	4J105-3-4	Chr05	5
0.508096229470275	0.515035854730511	Hood	Chr05	865
0.515806924203871	0.522746549464107	Kanro	Chr05	985
0.523517618937466	0.530457244197702	Merit	Chr05	1525
0.531228313671062	0.538167938931298	PI 180.501	Chr05	1705
0.538939008404657	0.545878633664893	Blackhawk	Chr05	205
0.546649703138253	0.553589328398489	Corsoy	Chr05	505
0.554360397871848	0.561300023132084	Dorman	Chr05	585
0.562071092605444	0.56901071786568	Ransom	Chr05	1965
0.569781787339039	0.576721412599275	Amcor	Chr05	125
0.577492482072635	0.584432107332871	Jackson	Chr05	965
0.58520317680623	0.592142802066466	Kent	Chr05	1005
0.592913871539826	0.599853496800062	Bonus	Chr05	225
0.600624566273421	0.607564191533657	Chippewa	Chr05	365
0.608335261007017	0.615274886267253	NC Roy	Chr05	1585
0.616045955740612	0.622985581000848	Perry	Chr05	1685
0.623756650474208	0.630696275734444	Anderson	Chr05	165
0.631467345207803	0.638406970468039	Haberlandt	Chr05	725
0.639178039941399	0.646117665201635	A.K. (Harrow)	Chr05	105
0.646888734674994	0.65382835993523	Centennial	Chr05	345
0.65459942940859	0.661539054668826	Lincoln	Chr05	1445
0.662310124142185	0.669249749402421	NC Raleigh	Chr05	1565
0.670020818875781	0.676960444136017	Brim	Chr05	285
0.677731513609376	0.684671138869612	Calland	Chr05	305
0.685442208342972	0.692381833603208	Beeson	Chr05	185
0.693152903076567	0.700092528336803	S-100	Chr05	2065
0.700863597810163	0.707803223070399	5601T	Chr05	25
0.708574292543758	0.715513917803994	Amsoy	Chr05	145
0.716284987277354	0.72322461253759	Hutcheson	Chr05	905
0.723995682010949	0.730935307271185	Illini	Chr05	945
0.731706376744545	0.738646002004781	Gasoy 17	Chr05	705
0.73941707147814	0.746356696738376	Woodworth	Chr05	2285
0.747127766211736	0.754067391471972	Braxton	Chr05	265
0.754838460945331	0.761778086205567	Forrest	Chr05	685
0.762549155678927	0.769488780939163	Oakland	Chr05	1625
0.770259850412522	0.777199475672758	Pickett	Chr05	1905
0.777970545146118	0.784910170406354	York	Chr05	2305
0.785681239879713	0.792620865139949	Hill	Chr05	825
0.793391934613309	0.800331559873545	Roanoke	Chr05	2005
0.801102629346904	0.80804225460714	Cook	Chr05	485
0.8088133240805	0.815752949340736	Volstate	Chr05	2205
0.816524018814095	0.823463644074331	CNS	Chr05	465
0.824234713547691	0.831174338807927	Mandarin	Chr05	1485
0.831945408281286	0.838885033541522	Dillon	Chr05	565
0.839656103014882	0.846595728275118	Pella	Chr05	1665
0.847366797748477	0.854306423008713	Shelby	Chr05	2085
0.855077492482073	0.862017117742309	Young	Chr05	2325
0.862788187215668	0.869727812475904	Adams	Chr05	85
0.870498881949264	0.8774385072095	Holladay	Chr05	845
0.878209576682859	0.885149201943095	Wayne	Chr05	2225
0.885920271416455	0.892859896676691	Tokyo	Chr05	2145
0.89363096615005	0.900570591410286	Bragg	Chr05	245
0.901341660883646	0.908281286143882	Williams	Chr05	2245
0.909052355617241	0.915991980877477	S06-130640-2	Chr05	2025
0.916763050350837	0.923702675611073	Zane	Chr05	2345
0.924473745084432	0.931413370344668	Williams 82	Chr05	2265
0.932184439818028	0.939124065078264	Clark	Chr05	425
0.939895134551623	0.946834759811859	Cumberland	Chr05	525
0.947605829285219	0.954545454545455	A3127	Chr05	65
0.0454545454545455	0.0523941707147814	Magellan	Chr06	1466
0.053165240188141	0.0601048654483769	LD02-9050	Chr06	1106
0.0608759349217365	0.0678155601819724	S06-13640	Chr06	2046
0.0685866296553319	0.0755262549155679	LG97-7012	Chr06	1406
0.0762973243889274	0.0832369496491634	Maverick	Chr06	1506
0.0840080191225229	0.0909476443827589	LG98-1605	Chr06	1426
0.0917187138561184	0.0986583391163544	LD01-5907	Chr06	1066
0.0994294085897139	0.10636903384995	LG90-2550	Chr06	1326
0.107140103323309	0.114079728583545	LG94-1128	Chr06	1366
0.114850798056905	0.121790423317141	Skylla	Chr06	2106
0.1225614927905	0.129501118050736	NE3001	Chr06	1606
0.130272187524096	0.137211812784332	LG04-6000	Chr06	1226
0.137982882257691	0.144922507517927	LG00-3372	Chr06	1146
0.145693576991287	0.152633202251523	Lee	Chr06	1126
0.153404271724882	0.160343896985118	LD02-4485	Chr06	1086
0.161114966458478	0.168054591718714	PI561370	Chr06	1846
0.168825661192073	0.175765286452309	Dorman	Chr06	586
0.176536355925669	0.183475981185905	LG94-1906	Chr06	1386
0.184247050659264	0.1911866759195	Clemson	Chr06	446
0.19195774539286	0.198897370653096	Ralsoy	Chr06	1946
0.199668440126455	0.206608065386691	York	Chr06	2306
0.207379134860051	0.214318760120287	PI574486	Chr06	1866
0.215089829593646	0.222029454853882	PI507681B	Chr06	1806
0.222800524327242	0.229740149587478	CL0J173-6-8	Chr06	406
0.230511219060837	0.237450844321073	Bragg	Chr06	246
0.238221913794433	0.245161539054669	Blackhawk	Chr06	206
0.245932608528028	0.252872233788264	Mukden	Chr06	1546
0.253643303261624	0.26058292852186	PI 88.788	Chr06	1886
0.261353997995219	0.268293623255455	Haberlandt	Chr06	726
0.269064692728815	0.276004317989051	Hagood	Chr06	746
0.27677538746241	0.283715012722646	LG05-4832	Chr06	1306
0.284486082196006	0.291425707456242	Centennial	Chr06	346
0.292196776929601	0.299136402189837	PI437169B	Chr06	1786
0.299907471663197	0.306847096923433	Essex	Chr06	646
0.307618166396792	0.314557791657028	LG04-4717	Chr06	1206
0.315328861130388	0.322268486390624	LG05-4292	Chr06	1246
0.323039555863983	0.329979181124219	Pickett	Chr06	1906
0.330750250597579	0.337689875857815	CNS	Chr06	466
0.338460945331174	0.34540057059141	Forrest	Chr06	686
0.34617164006477	0.353111265325006	Anderson	Chr06	166
0.353882334798365	0.360821960058601	LG05-4464	Chr06	1286
0.361593029531961	0.368532654792197	Ransom	Chr06	1966
0.369303724265556	0.376243349525792	Cook	Chr06	486
0.377014418999152	0.383954044259388	Hill	Chr06	826
0.384725113732747	0.391664738992983	S-100	Chr06	2066
0.392435808466343	0.399375433726579	PI518751	Chr06	1826
0.400146503199938	0.407086128460174	Adams	Chr06	86
0.407857197933534	0.41479682319377	Tracy	Chr06	2166
0.415567892667129	0.422507517927365	Illini	Chr06	946
0.423278587400725	0.430218212660961	LG03-2979	Chr06	1166
0.43098928213432	0.437928907394556	NC Raleigh	Chr06	1566
0.438699976867916	0.445639602128152	HS6-3976	Chr06	886
0.446410671601511	0.453350296861747	A.K. (Harrow)	Chr06	106
0.454121366335107	0.461060991595343	Braxton	Chr06	266
0.461832061068702	0.468771686328938	NC Roy	Chr06	1586
0.469542755802298	0.476482381062534	Dillon	Chr06	566
0.477253450535893	0.484193075796129	Davis	Chr06	546
0.484964145269489	0.491903770529725	Brim	Chr06	286
0.492674840003084	0.49961446526332	LG92-1255	Chr06	1346
0.50038553473668	0.507325159996916	Hawkeye	Chr06	806
0.508096229470275	0.515035854730511	Prohio	Chr06	1926
0.515806924203871	0.522746549464107	U03-100612	Chr06	2186
0.523517618937466	0.530457244197702	5601T	Chr06	26
0.531228313671062	0.538167938931298	Jackson	Chr06	966
0.538939008404657	0.545878633664893	Hood	Chr06	866
0.546649703138253	0.553589328398489	Young	Chr06	2326
0.554360397871848	0.561300023132084	Volstate	Chr06	2206
0.562071092605444	0.56901071786568	PI398881	Chr06	1726
0.569781787339039	0.576721412599275	Holladay	Chr06	846
0.577492482072635	0.584432107332871	Gasoy 17	Chr06	706
0.58520317680623	0.592142802066466	5M20-2-5-2	Chr06	46
0.592913871539826	0.599853496800062	Ogden	Chr06	1646
0.600624566273421	0.607564191533657	Roanoke	Chr06	2006
0.608335261007017	0.615274886267253	LG05-4317	Chr06	1266
0.616045955740612	0.622985581000848	Woodworth	Chr06	2286
0.623756650474208	0.630696275734444	Harosoy	Chr06	786
0.631467345207803	0.638406970468039	TN05-3027	Chr06	2126
0.639178039941399	0.646117665201635	Hutcheson	Chr06	906
0.646888734674994	0.65382835993523	CL0J095-4-6	Chr06	386
0.65459942940859	0.661539054668826	Perry	Chr06	1686
0.662310124142185	0.669249749402421	4J105-3-4	Chr06	6
0.670020818875781	0.676960444136017	LD00-3309	Chr06	1046
0.677731513609376	0.684671138869612	Ford	Chr06	666
0.685442208342972	0.692381833603208	Tokyo	Chr06	2146
0.693152903076567	0.700092528336803	PI404188A	Chr06	1746
0.700863597810163	0.707803223070399	Dunfield	Chr06	626
0.708574292543758	0.715513917803994	Merit	Chr06	1526
0.716284987277354	0.72322461253759	Kanro	Chr06	986
0.723995682010949	0.730935307271185	LG03-3191	Chr06	1186
0.731706376744545	0.738646002004781	PI427136	Chr06	1766
0.73941707147814	0.746356696738376	Lawrence	Chr06	1026
0.747127766211736	0.754067391471972	Beeson	Chr06	186
0.754838460945331	0.761778086205567	PI 180.501	Chr06	1706
0.762549155678927	0.769488780939163	Harcor	Chr06	766
0.770259850412522	0.777199475672758	IA3023	Chr06	926
0.777970545146118	0.784910170406354	Douglas	Chr06	606
0.785681239879713	0.792620865139949	Amcor	Chr06	126
0.793391934613309	0.800331559873545	Richland	Chr06	1986
0.801102629346904	0.80804225460714	Mandarin	Chr06	1486
0.8088133240805	0.815752949340736	Bonus	Chr06	226
0.816524018814095	0.823463644074331	Corsoy	Chr06	506
0.824234713547691	0.831174338807927	Capital	Chr06	326
0.831945408281286	0.838885033541522	Cumberland	Chr06	526
0.839656103014882	0.846595728275118	Amsoy	Chr06	146
0.847366797748477	0.854306423008713	Zane	Chr06	2346
0.855077492482073	0.862017117742309	S06-130640-2	Chr06	2026
0.862788187215668	0.869727812475904	Chippewa	Chr06	366
0.870498881949264	0.8774385072095	Kent	Chr06	1006
0.878209576682859	0.885149201943095	Lincoln	Chr06	1446
0.885920271416455	0.892859896676691	Calland	Chr06	306
0.89363096615005	0.900570591410286	Williams 82	Chr06	2266
0.901341660883646	0.908281286143882	Shelby	Chr06	2086
0.909052355617241	0.915991980877477	Williams	Chr06	2246
0.916763050350837	0.923702675611073	Wayne	Chr06	2226
0.924473745084432	0.931413370344668	Clark	Chr06	426
0.932184439818028	0.939124065078264	Pella	Chr06	1666
0.939895134551623	0.946834759811859	A3127	Chr06	66
0.947605829285219	0.954545454545455	Oakland	Chr06	1626
0.0454545454545455	0.0523941707147814	Magellan	Chr07	1467
0.053165240188141	0.0601048654483769	LD02-9050	Chr07	1107
0.0608759349217365	0.0678155601819724	S06-13640	Chr07	2047
0.0685866296553319	0.0755262549155679	Maverick	Chr07	1507
0.0762973243889274	0.0832369496491634	LG97-7012	Chr07	1407
0.0840080191225229	0.0909476443827589	LG98-1605	Chr07	1427
0.0917187138561184	0.0986583391163544	Skylla	Chr07	2107
0.0994294085897139	0.10636903384995	NE3001	Chr07	1607
0.107140103323309	0.114079728583545	LG90-2550	Chr07	1327
0.114850798056905	0.121790423317141	LG00-3372	Chr07	1147
0.1225614927905	0.129501118050736	LG94-1128	Chr07	1367
0.130272187524096	0.137211812784332	LG04-6000	Chr07	1227
0.137982882257691	0.144922507517927	LD01-5907	Chr07	1067
0.145693576991287	0.152633202251523	CL0J173-6-8	Chr07	407
0.153404271724882	0.160343896985118	LD02-4485	Chr07	1087
0.161114966458478	0.168054591718714	5M20-2-5-2	Chr07	47
0.168825661192073	0.175765286452309	LG94-1906	Chr07	1387
0.176536355925669	0.183475981185905	Ford	Chr07	667
0.184247050659264	0.1911866759195	Lee	Chr07	1127
0.19195774539286	0.198897370653096	U03-100612	Chr07	2187
0.199668440126455	0.206608065386691	PI574486	Chr07	1867
0.207379134860051	0.214318760120287	LG05-4832	Chr07	1307
0.215089829593646	0.222029454853882	CL0J095-4-6	Chr07	387
0.222800524327242	0.229740149587478	HS6-3976	Chr07	887
0.230511219060837	0.237450844321073	Prohio	Chr07	1927
0.238221913794433	0.245161539054669	Jackson	Chr07	967
0.245932608528028	0.252872233788264	PI507681B	Chr07	1807
0.253643303261624	0.26058292852186	PI398881	Chr07	1727
0.261353997995219	0.268293623255455	PI404188A	Chr07	1747
0.269064692728815	0.276004317989051	PI561370	Chr07	1847
0.27677538746241	0.283715012722646	Lawrence	Chr07	1027
0.284486082196006	0.291425707456242	LD00-3309	Chr07	1047
0.292196776929601	0.299136402189837	LG04-4717	Chr07	1207
0.299907471663197	0.306847096923433	Harosoy	Chr07	787
0.307618166396792	0.314557791657028	PI518751	Chr07	1827
0.315328861130388	0.322268486390624	PI 88.788	Chr07	1887
0.323039555863983	0.329979181124219	Anderson	Chr07	167
0.330750250597579	0.337689875857815	Pickett	Chr07	1907
0.338460945331174	0.34540057059141	LG05-4292	Chr07	1247
0.34617164006477	0.353111265325006	Kent	Chr07	1007
0.353882334798365	0.360821960058601	Haberlandt	Chr07	727
0.361593029531961	0.368532654792197	Hagood	Chr07	747
0.369303724265556	0.376243349525792	Lincoln	Chr07	1447
0.377014418999152	0.383954044259388	LG92-1255	Chr07	1347
0.384725113732747	0.391664738992983	Chippewa	Chr07	367
0.392435808466343	0.399375433726579	Essex	Chr07	647
0.400146503199938	0.407086128460174	Roanoke	Chr07	2007
0.407857197933534	0.41479682319377	Mukden	Chr07	1547
0.415567892667129	0.422507517927365	Ogden	Chr07	1647
0.423278587400725	0.430218212660961	Tracy	Chr07	2167
0.43098928213432	0.437928907394556	Volstate	Chr07	2207
0.438699976867916	0.445639602128152	PI427136	Chr07	1767
0.446410671601511	0.453350296861747	Beeson	Chr07	187
0.454121366335107	0.461060991595343	Pella	Chr07	1667
0.461832061068702	0.468771686328938	Douglas	Chr07	607
0.469542755802298	0.476482381062534	Shelby	Chr07	2087
0.477253450535893	0.484193075796129	Tokyo	Chr07	2147
0.484964145269489	0.491903770529725	Dunfield	Chr07	627
0.492674840003084	0.49961446526332	Calland	Chr07	307
0.50038553473668	0.507325159996916	Clemson	Chr07	447
0.508096229470275	0.515035854730511	CNS	Chr07	467
0.515806924203871	0.522746549464107	Hawkeye	Chr07	807
0.523517618937466	0.530457244197702	LG05-4317	Chr07	1267
0.531228313671062	0.538167938931298	Clark	Chr07	427
0.538939008404657	0.545878633664893	Kanro	Chr07	987
0.546649703138253	0.553589328398489	IA3023	Chr07	927
0.554360397871848	0.561300023132084	Perry	Chr07	1687
0.562071092605444	0.56901071786568	Illini	Chr07	947
0.569781787339039	0.576721412599275	Hood	Chr07	867
0.577492482072635	0.584432107332871	S06-130640-2	Chr07	2027
0.58520317680623	0.592142802066466	Harcor	Chr07	767
0.592913871539826	0.599853496800062	LG05-4464	Chr07	1287
0.600624566273421	0.607564191533657	York	Chr07	2307
0.608335261007017	0.615274886267253	Young	Chr07	2327
0.616045955740612	0.622985581000848	Brim	Chr07	287
0.623756650474208	0.630696275734444	Cook	Chr07	487
0.631467345207803	0.638406970468039	LG03-3191	Chr07	1187
0.639178039941399	0.646117665201635	Woodworth	Chr07	2287
0.646888734674994	0.65382835993523	Capital	Chr07	327
0.65459942940859	0.661539054668826	PI437169B	Chr07	1787
0.662310124142185	0.669249749402421	Adams	Chr07	87
0.670020818875781	0.676960444136017	NC Roy	Chr07	1587
0.677731513609376	0.684671138869612	PI 180.501	Chr07	1707
0.685442208342972	0.692381833603208	Dillon	Chr07	567
0.693152903076567	0.700092528336803	Wayne	Chr07	2227
0.700863597810163	0.707803223070399	4J105-3-4	Chr07	7
0.708574292543758	0.715513917803994	Corsoy	Chr07	507
0.716284987277354	0.72322461253759	Centennial	Chr07	347
0.723995682010949	0.730935307271185	Bonus	Chr07	227
0.731706376744545	0.738646002004781	Dorman	Chr07	587
0.73941707147814	0.746356696738376	A.K. (Harrow)	Chr07	107
0.747127766211736	0.754067391471972	Ralsoy	Chr07	1947
0.754838460945331	0.761778086205567	TN05-3027	Chr07	2127
0.762549155678927	0.769488780939163	Cumberland	Chr07	527
0.770259850412522	0.777199475672758	Williams 82	Chr07	2267
0.777970545146118	0.784910170406354	Oakland	Chr07	1627
0.785681239879713	0.792620865139949	Merit	Chr07	1527
0.793391934613309	0.800331559873545	Richland	Chr07	1987
0.801102629346904	0.80804225460714	Amcor	Chr07	127
0.8088133240805	0.815752949340736	LG03-2979	Chr07	1167
0.816524018814095	0.823463644074331	Hill	Chr07	827
0.824234713547691	0.831174338807927	Williams	Chr07	2247
0.831945408281286	0.838885033541522	Davis	Chr07	547
0.839656103014882	0.846595728275118	Gasoy 17	Chr07	707
0.847366797748477	0.854306423008713	Forrest	Chr07	687
0.855077492482073	0.862017117742309	Amsoy	Chr07	147
0.862788187215668	0.869727812475904	Bragg	Chr07	247
0.870498881949264	0.8774385072095	Braxton	Chr07	267
0.878209576682859	0.885149201943095	Hutcheson	Chr07	907
0.885920271416455	0.892859896676691	Zane	Chr07	2347
0.89363096615005	0.900570591410286	Ransom	Chr07	1967
0.901341660883646	0.908281286143882	Blackhawk	Chr07	207
0.909052355617241	0.915991980877477	Holladay	Chr07	847
0.916763050350837	0.923702675611073	A3127	Chr07	67
0.924473745084432	0.931413370344668	S-100	Chr07	2067
0.932184439818028	0.939124065078264	NC Raleigh	Chr07	1567
0.939895134551623	0.946834759811859	5601T	Chr07	27
0.947605829285219	0.954545454545455	Mandarin	Chr07	1487
0.0454545454545455	0.0523941707147814	Magellan	Chr08	1468
0.053165240188141	0.0601048654483769	LD02-9050	Chr08	1108
0.0608759349217365	0.0678155601819724	S06-13640	Chr08	2048
0.0685866296553319	0.0755262549155679	Maverick	Chr08	1508
0.0762973243889274	0.0832369496491634	LG97-7012	Chr08	1408
0.0840080191225229	0.0909476443827589	LG98-1605	Chr08	1428
0.0917187138561184	0.0986583391163544	LD01-5907	Chr08	1068
0.0994294085897139	0.10636903384995	Skylla	Chr08	2108
0.107140103323309	0.114079728583545	LG94-1128	Chr08	1368
0.114850798056905	0.121790423317141	LG04-6000	Chr08	1228
0.1225614927905	0.129501118050736	LG90-2550	Chr08	1328
0.130272187524096	0.137211812784332	NE3001	Chr08	1608
0.137982882257691	0.144922507517927	LG00-3372	Chr08	1148
0.145693576991287	0.152633202251523	LD02-4485	Chr08	1088
0.153404271724882	0.160343896985118	LG94-1906	Chr08	1388
0.161114966458478	0.168054591718714	PI507681B	Chr08	1808
0.168825661192073	0.175765286452309	CL0J173-6-8	Chr08	408
0.176536355925669	0.183475981185905	Lee	Chr08	1128
0.184247050659264	0.1911866759195	PI 88.788	Chr08	1888
0.19195774539286	0.198897370653096	Ford	Chr08	668
0.199668440126455	0.206608065386691	PI574486	Chr08	1868
0.207379134860051	0.214318760120287	LG05-4832	Chr08	1308
0.215089829593646	0.222029454853882	LG04-4717	Chr08	1208
0.222800524327242	0.229740149587478	Harosoy	Chr08	788
0.230511219060837	0.237450844321073	PI398881	Chr08	1728
0.238221913794433	0.245161539054669	Hagood	Chr08	748
0.245932608528028	0.252872233788264	CL0J095-4-6	Chr08	388
0.253643303261624	0.26058292852186	Prohio	Chr08	1928
0.261353997995219	0.268293623255455	5M20-2-5-2	Chr08	48
0.269064692728815	0.276004317989051	LG92-1255	Chr08	1348
0.27677538746241	0.283715012722646	LG05-4317	Chr08	1268
0.284486082196006	0.291425707456242	HS6-3976	Chr08	888
0.292196776929601	0.299136402189837	LG05-4292	Chr08	1248
0.299907471663197	0.306847096923433	LG05-4464	Chr08	1288
0.307618166396792	0.314557791657028	Forrest	Chr08	688
0.315328861130388	0.322268486390624	Kanro	Chr08	988
0.323039555863983	0.329979181124219	PI404188A	Chr08	1748
0.330750250597579	0.337689875857815	Tokyo	Chr08	2148
0.338460945331174	0.34540057059141	LD00-3309	Chr08	1048
0.34617164006477	0.353111265325006	4J105-3-4	Chr08	8
0.353882334798365	0.360821960058601	Essex	Chr08	648
0.361593029531961	0.368532654792197	LG03-2979	Chr08	1168
0.369303724265556	0.376243349525792	Dunfield	Chr08	628
0.377014418999152	0.383954044259388	PI437169B	Chr08	1788
0.384725113732747	0.391664738992983	Jackson	Chr08	968
0.392435808466343	0.399375433726579	LG03-3191	Chr08	1188
0.400146503199938	0.407086128460174	Hawkeye	Chr08	808
0.407857197933534	0.41479682319377	PI518751	Chr08	1828
0.415567892667129	0.422507517927365	Lawrence	Chr08	1028
0.423278587400725	0.430218212660961	TN05-3027	Chr08	2128
0.43098928213432	0.437928907394556	PI561370	Chr08	1848
0.438699976867916	0.445639602128152	Dorman	Chr08	588
0.446410671601511	0.453350296861747	Roanoke	Chr08	2008
0.454121366335107	0.461060991595343	Hood	Chr08	868
0.461832061068702	0.468771686328938	Harcor	Chr08	768
0.469542755802298	0.476482381062534	Gasoy 17	Chr08	708
0.477253450535893	0.484193075796129	Volstate	Chr08	2208
0.484964145269489	0.491903770529725	Ralsoy	Chr08	1948
0.492674840003084	0.49961446526332	Bragg	Chr08	248
0.50038553473668	0.507325159996916	Davis	Chr08	548
0.508096229470275	0.515035854730511	Anderson	Chr08	168
0.515806924203871	0.522746549464107	Clemson	Chr08	448
0.523517618937466	0.530457244197702	U03-100612	Chr08	2188
0.531228313671062	0.538167938931298	Braxton	Chr08	268
0.538939008404657	0.545878633664893	PI 180.501	Chr08	1708
0.546649703138253	0.553589328398489	IA3023	Chr08	928
0.554360397871848	0.561300023132084	Corsoy	Chr08	508
0.562071092605444	0.56901071786568	Ogden	Chr08	1648
0.569781787339039	0.576721412599275	Capital	Chr08	328
0.577492482072635	0.584432107332871	CNS	Chr08	468
0.58520317680623	0.592142802066466	Hill	Chr08	828
0.592913871539826	0.599853496800062	Douglas	Chr08	608
0.600624566273421	0.607564191533657	Dillon	Chr08	568
0.608335261007017	0.615274886267253	Holladay	Chr08	848
0.616045955740612	0.622985581000848	PI427136	Chr08	1768
0.623756650474208	0.630696275734444	Perry	Chr08	1688
0.631467345207803	0.638406970468039	Cook	Chr08	488
0.639178039941399	0.646117665201635	Ransom	Chr08	1968
0.646888734674994	0.65382835993523	Richland	Chr08	1988
0.65459942940859	0.661539054668826	Merit	Chr08	1528
0.662310124142185	0.669249749402421	Haberlandt	Chr08	728
0.670020818875781	0.676960444136017	NC Raleigh	Chr08	1568
0.677731513609376	0.684671138869612	Pickett	Chr08	1908
0.685442208342972	0.692381833603208	Bonus	Chr08	228
0.693152903076567	0.700092528336803	Amcor	Chr08	128
0.700863597810163	0.707803223070399	Calland	Chr08	308
0.708574292543758	0.715513917803994	Chippewa	Chr08	368
0.716284987277354	0.72322461253759	York	Chr08	2308
0.723995682010949	0.730935307271185	Blackhawk	Chr08	208
0.731706376744545	0.738646002004781	Mandarin	Chr08	1488
0.73941707147814	0.746356696738376	Amsoy	Chr08	148
0.747127766211736	0.754067391471972	Tracy	Chr08	2168
0.754838460945331	0.761778086205567	Mukden	Chr08	1548
0.762549155678927	0.769488780939163	Beeson	Chr08	188
0.770259850412522	0.777199475672758	Kent	Chr08	1008
0.777970545146118	0.784910170406354	Shelby	Chr08	2088
0.785681239879713	0.792620865139949	Hutcheson	Chr08	908
0.793391934613309	0.800331559873545	Oakland	Chr08	1628
0.801102629346904	0.80804225460714	Centennial	Chr08	348
0.8088133240805	0.815752949340736	5601T	Chr08	28
0.816524018814095	0.823463644074331	A3127	Chr08	68
0.824234713547691	0.831174338807927	Illini	Chr08	948
0.831945408281286	0.838885033541522	Lincoln	Chr08	1448
0.839656103014882	0.846595728275118	S06-130640-2	Chr08	2028
0.847366797748477	0.854306423008713	S-100	Chr08	2068
0.855077492482073	0.862017117742309	A.K. (Harrow)	Chr08	108
0.862788187215668	0.869727812475904	Young	Chr08	2328
0.870498881949264	0.8774385072095	Adams	Chr08	88
0.878209576682859	0.885149201943095	NC Roy	Chr08	1588
0.885920271416455	0.892859896676691	Brim	Chr08	288
0.89363096615005	0.900570591410286	Williams 82	Chr08	2268
0.901341660883646	0.908281286143882	Zane	Chr08	2348
0.909052355617241	0.915991980877477	Cumberland	Chr08	528
0.916763050350837	0.923702675611073	Woodworth	Chr08	2288
0.924473745084432	0.931413370344668	Pella	Chr08	1668
0.932184439818028	0.939124065078264	Williams	Chr08	2248
0.939895134551623	0.946834759811859	Wayne	Chr08	2228
0.947605829285219	0.954545454545455	Clark	Chr08	428
0.0454545454545455	0.0523941707147814	Magellan	Chr09	1469
0.053165240188141	0.0601048654483769	LD02-9050	Chr09	1109
0.0608759349217365	0.0678155601819724	S06-13640	Chr09	2049
0.0685866296553319	0.0755262549155679	Maverick	Chr09	1509
0.0762973243889274	0.0832369496491634	LG97-7012	Chr09	1409
0.0840080191225229	0.0909476443827589	LG98-1605	Chr09	1429
